Base,Unit,Section,Subsection,Shelf,Item,Type,Required Qty,Subitems
93,93 Medic 1,Medical Bag,Flap,,X/L B/P Cuff,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Flap,,Emisis Bag,ONTRUCK,2,
93,93 Medic 1,Medical Bag,Flap,,Red Bio Bag,ONTRUCK,2,
93,93 Medic 1,Medical Bag,Flap,,Safety Glasses,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Carabiner/Rope,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,O2 Tank/Regulator,"ONTRUCK,FUNCTIONAL,PSI",1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Adult BVM,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Pediatric BVM,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Adult C-Collar,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Pediatric C-Collar,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Sterile Water,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Sam Splint,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Adult Nasal Cannula,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Middle Compartment,,Adult Non-Rebreather,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Top Flap,,PPE Kit,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Top Flap,,Hot Packs,ONTRUCK,2,
93,93 Medic 1,Medical Bag,Top Flap,,Cold Packs,ONTRUCK,2,
93,93 Medic 1,Medical Bag,Top Flap,,OB Kit,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Top Flap,,Burn Sheet,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Top Flap,,12X30 Trauma Dressing,ONTRUCK,2,
93,93 Medic 1,Medical Bag,Airway Bag,,20FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,22FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,24FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,26FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,28FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,32FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,34FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,Lube,"ONTRUCK,DATE",6,
93,93 Medic 1,Medical Bag,Airway Bag,,Adult Non Rebreather,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Airway Bag,,Adult Nasal Cannula,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Airway Bag,,Pediatric Non Rebreather,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Airway Bag,,Pediatric Nasal Cannula,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Airway Bag,,Assorted OPA,ONTRUCK,6,
93,93 Medic 1,Medical Bag,Airway Bag,,#3 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,#4 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,#5 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 1,Medical Bag,Airway Bag,,Adult Tube Holder,ONTRUCK,1,
93,93 Medic 1,Medical Bag,Airway Bag,,60ML Syringe,ONTRUCK,1,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Mileage,NUMBER,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Fuel,FUEL,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Fuel Card,ONTRUCK,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Wash Inside/Outside,YESNO,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Sweep/Mop Patient Compartment,YESNO,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Emergency Lights,FUNCTIONAL,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Scene Lights,FUNCTIONAL,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Siren,FUNCTIONAL,,
93,93 Medic 2,Vehicle Maitainance/Functionality,,,Tires (Good/Bad),YESNO,,
93,93 Medic 2,Cab Of Truck,,,Traffic Vests,ONTRUCK,2,
93,93 Medic 2,Cab Of Truck,,,"Gloves (S,M,L,XL)",ONTRUCK,,
93,93 Medic 2,Cab Of Truck,,,Clip Board,ONTRUCK,,
93,93 Medic 2,Cab Of Truck,,,DOT Guide Book,ONTRUCK,,
93,93 Medic 2,Cab Of Truck,,,Traffic Wand,"ONTRUCK,FUNCTIONAL",,
93,93 Medic 2,Cab Of Truck,,,Maps,ONTRUCK,,
93,93 Medic 2,Cab Of Truck,,,Fire Extinguisher,"ONTRUCK,DATE",,
93,93 Medic 2,Cab Of Truck,,,Binoculars,ONTRUCK,,
93,93 Medic 2,Drivers Side Front Compartment,,,O2 M Cylinder,"ONTRUCK,FUNCTIONAL,PSI",,
93,93 Medic 2,Drivers Side Front Compartment,,,D O2 Cyliners,"ONTRUCK,FUNCTIONAL,PSI,PSI2",2,
93,93 Medic 2,Drivers Side Front Compartment,,,Broom,ONTRUCK,,
93,93 Medic 2,Drivers Side Front Compartment,,,Fire Extinguisher,"ONTRUCK,DATE",,
93,93 Medic 2,Drivers Side Middle Compartment,,,Wheel Chocks,ONTRUCK,,
93,93 Medic 2,Drivers Side Middle Compartment,,,Scene Tape,ONTRUCK,1,
93,93 Medic 2,Drivers Side Middle Compartment,,,Tool Box,ONTRUCK,,
93,93 Medic 2,Drivers Side Middle Compartment,,,Traffic Cones,ONTRUCK,2,
93,93 Medic 2,Drivers Side Middle Compartment,,,Leather Gloves,ONTRUCK,1,
93,93 Medic 2,Drivers Side Rear Compartment,,,KED,ONTRUCK,1,
93,93 Medic 2,Passenger Side Rear Compartment,,,Back Boards,ONTRUCK,2,
93,93 Medic 2,Passenger Side Rear Compartment,,,Scoop Stretcher,ONTRUCK,1,
93,93 Medic 2,Passenger Side Rear Compartment,,,Folding Stretcher,ONTRUCK,1,
93,93 Medic 2,Passenger Side Rear Compartment,,,Spinal Bag,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,,Cabinet #1,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #2 - No Seal,YESNO,,
93,93 Medic 2,Patient Compartment,,,Cabinet #3,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #4,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #5 - EMPTY,YESNO,,
93,93 Medic 2,Patient Compartment,,,Cabinet #6,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #7,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #8,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,,Cabinet #9,"SEAL1,SEAL2",,
93,93 Medic 2,Patient Compartment,,Under Seat,Ped Immobilizer,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Under Seat,Frac-Pack,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Under Seat,Pedi-Mate,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Under Seat,Long Bone Splints,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Action Area,Wall Mouted Suction Unit,FUNCTIONAL,,
93,93 Medic 2,Patient Compartment,,Action Area,Portable Suction Unit,"ONTRUCK,FUNCTIONAL",,
93,93 Medic 2,Patient Compartment,,Shelf Area,Mega Mover,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Shelf Area,Manual Suction,ONTRUCK,,
93,93 Medic 2,Patient Compartment,,Shelf Area,AED/Pads,"ONTRUCK,FUNCTIONAL,DATE",,
93,93 Medic 2,Patient Compartment,,Shelf Area,Traige Kit,ONTRUCK,1,
93,93 Medic 2,Patient Compartment,,Shelf Area,Extra Compartment Tags,ONTRUCK,,
93,93 Medic 2,Patient Compartment,,Shelf Area,Kids PR Helmets,ONTRUCK,,
93,93 Medic 2,Medical Bag,Left Side,,Small B/P Cuff,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Left Side,,Adult B/P Cuff,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Left Side,,BGL Kit,ONTRUCK,,"5-Lancets
5-Bandaids
5-Alc Preps"
93,93 Medic 2,Medical Bag,Left Side,,Glucometer & Strips,"ONTRUCK,FUNCTIONAL,DATE",,
93,93 Medic 2,Medical Bag,Left Side,,Pulse Ox,"ONTRUCK,FUNCTIONAL",1,
93,93 Medic 2,Medical Bag,Left Side,,Pen & Pad,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Left Side,,Stethescope,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Left Side,,Pen Light,"ONTRUCK,FUNCTIONAL",1,
93,93 Medic 2,Medical Bag,Right Side,,Coban 1In,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Right Side,,Coban 2In,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Right Side,,Tape 1In,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Right Side,,Tape 2In,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Right Side,,Triangular Bandages,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Right Side,,8X10 Trauma Dressings,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Right Side,,4X4 Gauze,ONTRUCK,4,
93,93 Medic 2,Medical Bag,Right Side,,5X9 Abdominal Pads,ONTRUCK,3,
93,93 Medic 2,Medical Bag,Right Side,,Trauma Shears,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Right Side,,Stretch Gauze 3In,ONTRUCK,3,
93,93 Medic 2,Medical Bag,Right Side,,Stretch Gauze 6In,ONTRUCK,3,
93,93 Medic 2,Medical Bag,Flap,,Narcan,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Flap,,Epinephren,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Flap,,Oral Glucose,"DATE,DATE2",2,
93,93 Medic 2,Medical Bag,Flap,,Sharps Container,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Flap,,XL B/P Cuff,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Flap,,Emisis Bag,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Flap,,Red Bio Bags,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Flap,,Safety Glasses,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Carabiner/Rope,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,O2 Tank/Regulator,"ONTRUCK,FUNCTIONAL,PSI",,
93,93 Medic 2,Medical Bag,Middle Compartment,,Adult BVM,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Pediatric BVM,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Adult C-Collar Adult,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Pediatric C-Collar,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Sterile Water,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Sam Splint,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Adult Nasal Cannula,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Middle Compartment,,Adult Non Rebreather,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Top Flap,,PPE Kit,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Top Flap,,Hot Pack,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Top Flap,,Cold Pack,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Top Flap,,OB Kit,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Top Flap,,Burn Sheet,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Top Flap,,12X30 Trauma Dressing,ONTRUCK,2,
93,93 Medic 2,Medical Bag,Airway Bag,,20FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,22FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,24FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,26FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,28FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,32FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,34FR NPA,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,Lube,"ONTRUCK,DATE",6,
93,93 Medic 2,Medical Bag,Airway Bag,,Adult Non Rebreather,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Airway Bag,,Adult Nasal Cannula,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Airway Bag,,Pediatric Non Rebreather,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Airway Bag,,Pediatric Nasal Cannula,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Airway Bag,,Assorted OPA,ONTRUCK,6,
93,93 Medic 2,Medical Bag,Airway Bag,,#3 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,#4 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,#5 King Airway,"ONTRUCK,DATE",1,
93,93 Medic 2,Medical Bag,Airway Bag,,Adult Tube Holder,ONTRUCK,1,
93,93 Medic 2,Medical Bag,Airway Bag,,60ML Syringe,ONTRUCK,1,
93,93 UTV,Vehicle Maintainance/Functionality,,,Fuel,FUEL,,
93,93 UTV,Vehicle Maintainance/Functionality,,,Emergency Lighting,FUNCTIONAL,,
93,93 UTV,Vehicle Maintainance/Functionality,,,Scene Lights,FUNCTIONAL,,
93,93 UTV,Vehicle Maintainance/Functionality,,,Siren,FUNCTIONAL,,
93,93 UTV,Vehicle Maintainance/Functionality,,,Tires (Good/Bad),TEXT,,
93,93 UTV,Vehicle Maintainance/Functionality,,,Cleaned Inside/Outside,YESNO,,
93,93 UTV,Vehicle Maintainance/Functionalilty,,,Battery Charger (Stays Plugged In),"ONTRUCK,FUNCTIONAL",,
93,93 UTV,Front Seat Area,,,Flashlights,"ONTRUCK,FUNCTIONAL",2,
93,93 UTV,Under Front Seat,,,Rope Shackle,ONTRUCK,1,
93,93 UTV,Under Front Seat,,,Snatch Block,ONTRUCK,1,
93,93 UTV,Under Front Seat,,,Throw Rope,ONTRUCK,1,
93,93 UTV,Under Front Seat,,,Can Of Fix A Flat,ONTRUCK,1,
93,93 UTV,Under Front Seat,,,Green Slime,ONTRUCK,1,
93,93 UTV,Under Front Seat,,,Tow Strap (Black Bag),ONTRUCK,1,
93,93 UTV,Glove Box,,,Small Tool Kit,ONTRUCK,1,
93,93 UTV,Back Seat,,,Green Medical Bag,ONTRUCK,1,
93,93 UTV,Back Seat,,,Blue Evac Pack,ONTRUCK,1,
93,93 UTV,Back Seat,,,Black Rope Bag,ONTRUCK,1,
93,93 UTV,Back Of UTV,,,Fire Extinguisher,DATE,1,
93,93 UTV,Back Of UTV,,,Foldable Stokes Basket,ONTRUCK,1,
93,93 UTV,Back Of UTV,,,Greenworks Chain Saw,"ONTRUCK,FUNCTIONAL,PERCENTAGE,OIL",,
93,93 UTV,Back Of UTV,,,Stokes Basket Harness (Blue Bag),ONTRUCK,,
93,93 UTV,Slide Out (Under Basket),,,Mega Mover,ONTRUCK,1,
93,93 UTV,Slide Out (Under Basket),,,Leg Splint (Small Orange Bag),ONTRUCK,1,
93,93 UTV,Slide Out (Under Basket),,,Frac Pack (Orange Bag),ONTRUCK,1,
93,93 UTV,Slide Out (Under Basket),,,Yellow Foldable Spinal Board,ONTRUCK,1,
93,93 UTV,EVAC PACK,,,Top Flap,"SEAL1,SEAL2",,
93,93 UTV,EVAC PACK,,,Left Side Copartment,"DATE,DATE2",,
93,93 UTV,EVAC PACK,,,Right Side Compartment,"DATE,DATE2",,
93,93 UTV,Medical Bag,Left Side,,Small B/P Cuff,ONTRUCK,1,
93,93 UTV,Medical Bag,Left Side,,Medium B/P Cuff,ONTRUCK,1,
93,93 UTV,Medical Bag,Left Side,,Stethescope,ONTRUCK,1,
93,93 UTV,Medical Bag,Left Side,,BGL Kit,ONTRUCK,,"5-Lancets
5-Bandaids
5-Alc Preps"
93,93 UTV,Medical Bag,Left Side,,Glucometer & Strips,"ONTRUCK,FUNCTIONAL,DATE",,
93,93 UTV,Medical Bag,Left Side,,Pulse Ox,"ONTRUCK,FUNCTIONAL",1,
93,93 UTV,Medical Bag,Left Side,,Pen & Pad,ONTRUCK,1,
93,93 UTV,Medical Bag,Left Side,,Pen Light,"ONTRUCK,FUNCTIONAL",1,
93,93 UTV,Medical Bag,Right Side,,Coban,ONTRUCK,1,
93,93 UTV,Medical Bag,Right Side,,2In Tape,ONTRUCK,1,
93,93 UTV,Medical Bag,Right Side,,Triangular Bandages,ONTRUCK,2,
93,93 UTV,Medical Bag,Right Side,,4X4 Gauze,ONTRUCK,4,
93,93 UTV,Medical Bag,Right Side,,5X9 Abdominal Pads,ONTRUCK,5,
93,93 UTV,Medical Bag,Right Side,,Trauma Shears,ONTRUCK,1,
93,93 UTV,Medical Bag,Right Side,,Sam Splint,ONTRUCK,1,
93,93 UTV,Medical Bag,Right Side,,3In Stretch Gauze,ONTRUCK,3,
93,93 UTV,Medical Bag,Right Side,,6In Stretch Gauze,ONTRUCK,3,
93,93 UTV,Medical Bag,Right Side,,Tourniquet,ONTRUCK,1,
93,93 UTV,Medical Bag,Top Flap,,Emisis Bags,ONTRUCK,2,
93,93 UTV,Medical Bag,Top Flap,,Bio Bags,ONTRUCK,2,
93,93 UTV,Medical Bag,Top Flap,,Sharps Container,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Carabiner/Rope,ONTRUCK,,
93,93 UTV,Medical Bag,Middle Compartment,,O2 Tank/Regulator,"ONTRUCK,FUNCTIONAL,PSI",1,
93,93 UTV,Medical Bag,Middle Compartment,,Adult BVM,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Pediatric BVM,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Adult C-Collar,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Pediatric C-Collar,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Adult Non Rebreather,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Adult Nasal Cannula,ONTRUCK,1,
93,93 UTV,Medical Bag,Middle Compartment,,Sterile Water,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Middle Compartment,,Epinephren,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Middle Compartment,,Narcan,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Middle Compartment,,Oral Glucose,"ONTRUCK,DATE,DATE2",2,
93,93 UTV,Medical Bag,Airway Bag,,Adult Non Rebreather,ONTRUCK,1,
93,93 UTV,Medical Bag,Airway Bag,,Adult Nasal Cannula,ONTRUCK,1,
93,93 UTV,Medical Bag,Airway Bag,,Pediatric Non Rebreather,ONTRUCK,1,
93,93 UTV,Medical Bag,Airway Bag,,Pediatric Nasal Cannula,ONTRUCK,1,
93,93 UTV,Medical Bag,Airway Bag,,20FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,22FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,24FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,26FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,28FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,30FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,32FR NPA,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,Lube,"ONTRUCK,DATE",6,
93,93 UTV,Medical Bag,Airway Bag,,#3 King Airway,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,#4 King Airway,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,#5 King Airway,"ONTRUCK,DATE",1,
93,93 UTV,Medical Bag,Airway Bag,,Assorted OPA,ONTRUCK,6,
93,93 UTV,Medical Bag,Airway Bag,,Adult Tube Holder,ONTRUCK,,
93,93 UTV,Medical Bag,Airway Bag,,Syringe,ONTRUCK,1,
93,93 UTV,Medical Bag,Airway Bag,,AED/Pads,"ONTRUCK,FUNCTIONAL,DATE",,
93,93 UTV,Medical Bag,Flap,,Hot Pack,ONTRUCK,1,
93,93 UTV,Medical Bag,Flap,,Cold Pack,ONTRUCK,1,
93,93 UTV,Medical Bag,Flap,,12X30 Trauma Dressing,ONTRUCK,2,
93,93 UTV,Medical Bag,Flap,,Burn Sheet,ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Tire Hold Down Straps,ONTRUCK,4,
93,93 UTV Trailer,Cargo Box,,,Receiver / 2In Ball,ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Pin & Clip For Receiver,ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Manual Jack Handle,ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Wheel Chocks,ONTRUCK,2,
93,93 UTV Trailer,Cargo Box,,,Trailer Tounge Pin,ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Trailer Tounge Lock (#9393),ONTRUCK,1,
93,93 UTV Trailer,Cargo Box,,,Trailer Tounge Lock (#9393),ONTRUCK,1,
93,93 UTV Trailer,Trailer,,,Electric Trailer Jack,"ONTRUCK,FUNCTIONAL",,
93,93 UTV Trailer,Trailer,,,Wheels & Tires (Good/Bad),TEXT,,
93,93 UTV Trailer,Trailer,,,Trailer Lights,FUNCTIONAL,,
